Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time,course_level,Semester,start_time,no_of_students,enrollment
HLTH 200,Health Principles [Sec A],3,K. Oheneba Nti,Baobab RM5,Monday,7:00 AM - 9:30 AM,200,2,7:00 AM,30,30
MATH 121,College Algebra [Sec A],3,O. Osei-Tutu,Baobab RM3,Monday,10:00 AM - 12:30 PM,100,2,10:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec B],3,Ps. I. Kyere,Baobab RM1,Tuesday,7:00 AM - 9:30 AM,300,2,7:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baoaba RM5,Tuesday,5:00 PM - 6:00 PM,200,1,5:00 PM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baoaba RM5,Monday,7:00 AM - 9:30 AM,400,1,7:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec A] (SONM),2,C. Pokuaa,Baobab RM1,Wednesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,American High,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec A],2,J. Elorm Doufodji,B. Ball Court,Thursday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,B. Ball Court,Monday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
FREN 122,French for General Communication II [Sec A],2,J. Rhule,Baobab RM1,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM5,Monday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,American High,Thursday,2:00 PM - 4:30 PM,100,1,2:00 PM,25,25
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM5,Friday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Baobab RM1,Tuesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM3,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM1,Friday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Baobab RM3,Monday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Baobab RM1,Tuesday,2:00 PM - 4:30 PM,200,1,2:00 PM,20,20
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,B. Ball Court,Thursday,10:00 AM - 12:30 PM,200,1,10:00 AM,20,20
RELB 250,Principles of Christian Faith [Sec A],3,Ps. E. Osei,Baoaba RM5,Wednesday,2:00 PM - 4:30 PM,200,1,2:00 PM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baoaba RM5,Tuesday,7:00 AM - 9:30 AM,300,1,7:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,B. Ball Court,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,CS LAB,Thursday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,CS LAB,Tuesday,05:00 PM - 06:00 PM,400,1,05:00 PM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,CS LAB,Wednesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,CS LAB,Thursday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,CS LAB,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,CS LAB,Tuesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,CS LAB,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,CS LAB,Thursday,02:00 PM - 04:30 PM,400,1,02:00 PM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,CS LAB,Monday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,CS LAB,Tuesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,CS LAB,Friday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,CS LAB,Wednesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,CS LAB,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,CS LAB,Monday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,CS LAB,Monday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,CS LAB,Thursday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,CS LAB,Tuesday,05:00 PM - 06:00 PM,400,1,05:00 PM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,CS LAB,Friday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,CS LAB,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,CS LAB,Monday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,CS LAB,Monday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,CS LAB,Tuesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,CS LAB,Monday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,CS LAB,Tuesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,CS LAB,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,CS LAB,Wednesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,CS LAB,Wednesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,CS LAB,Thursday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,CS LAB,Thursday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,CS LAB,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM5,Monday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM1,Tuesday,07:00 AM - 09:30 AM,400,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM2,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM1,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,CS LAB,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM4,Thursday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM1,Monday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,CS LAB,Wednesday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Baobab RM6,Wednesday,05:00 PM - 06:00 PM,200,1,05:00 PM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baobab RM6,Tuesday,05:00 PM - 06:00 PM,200,1,05:00 PM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM5,Thursday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM3,Monday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM3,Thursday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM5,Monday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,CS LAB,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. E. Osei,Baobab RM6,Friday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,American High,Tuesday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,Baobab RM2,Tuesday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM1,Tuesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,American High,Friday,07:00 AM - 09:30 AM,400,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM3,Wednesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM6,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,CS LAB,Friday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM4,Monday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,CS LAB,Wednesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,American High,Tuesday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,CS LAB,Thursday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baobab RM4,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM2,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM6,Monday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM6,Tuesday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM6,Wednesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM2,Tuesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. E. Osei,Baobab RM2,Thursday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baobab RM5,Wednesday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,Baobab RM3,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM1,Friday,7:00 AM - 9:30 AM,200,1,7:00 AM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM3,Thursday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec A] (SONM),2,C. Pokuaa,Baobab RM5,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,American High,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec A],2,J. Elorm Doufodji,American High,Tuesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM1,Tuesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
FREN 122,French for General Communication II [Sec A],2,J. Rhule,Baobab RM6,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM6,Monday,2:00 PM - 4:30 PM,200,1,2:00 PM,30,30
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,5:00 PM - 6:00 PM,100,1,5:00 PM,25,25
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM1,Wednesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Baobab RM1,Monday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM3,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM5,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Baobab RM2,Wednesday,2:00 PM - 4:30 PM,400,1,2:00 PM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Baobab RM1,Friday,10:00 AM - 12:30 PM,200,1,10:00 AM,20,20
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baobab RM5,Wednesday,5:00 PM - 6:00 PM,200,1,5:00 PM,20,20
RELB 250,Principles of Christian Faith [Sec A],3,Ps. E. Osei,Baobab RM4,Wednesday,7:00 AM - 9:30 AM,200,1,7:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baobab RM5,Monday,2:00 PM - 4:30 PM,300,1,2:00 PM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,American High,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,CS LAB,Monday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,CS LAB,Wednesday,05:00 PM - 06:00 PM,400,1,05:00 PM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM1,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,CS LAB,Monday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Baobab RM4,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,American High,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM4,Tuesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Baobab RM2,Friday,07:00 AM - 09:30 AM,400,1,07:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,American High,Thursday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baobab RM2,Tuesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM4,Thursday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM5,Tuesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM3,Thursday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM1,Tuesday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,05:00 PM - 06:00 PM,100,1,05:00 PM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM5,Monday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. E. Osei,American High,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baobab RM4,Friday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,American High,Wednesday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM2,Friday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM2,Monday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM2,Tuesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,American High,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Baobab RM1,Wednesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM5,Thursday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM6,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,Baobab RM3,Monday,02:00 PM - 04:30 PM,400,1,02:00 PM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Baobab RM5,Monday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,CS LAB,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM1,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM2,Tuesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM1,Friday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM3,Tuesday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,05:00 PM - 06:00 PM,100,1,05:00 PM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,Baobab RM5,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. E. Osei,American High,Tuesday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baobab RM1,Tuesday,02:00 PM - 04:30 PM,300,1,02:00 PM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. P. Obeng Manu,Baobab RM1,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
GNED 230,Career Exploration and Planning [Sec A],NC,Ama O. Karikari,Baobab RM3,Friday,07:00 AM - 09:30 AM,200,1,07:00 AM,30,30
GNED 468,Job Search Strategies and Techniques [Sec B],NC,Ama O. Karikari,Baobab RM1,Wednesday,05:00 PM - 06:00 PM,400,1,05:00 PM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM4,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 112,Language and Writing Skills II [Sec C] (SOE & FASS),2,C. Pokuaa,Baobab RM4,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
CMME 115,Introduction to Communication Skills [Sec C],2,Dr. A. Oye,Baobab RM2,Thursday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
RELB 163,Life and Teachings of Jesus [Sec C] (SONM),3,Dr. F. Tenortey,Baobab RM1,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec A],2,Dr. S. Adjei-Mensah,Baobab RM3,Tuesday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
RELG 451,Bible and Family Dynamics [Sec A],3,Dr. S. Amoh,American High,Friday,07:00 AM - 09:30 AM,400,1,07:00 AM,30,30
AFST 205,Introduction to African Music [Sec A],1,E. Boahen,Baobab RM5,Tuesday,05:00 PM - 06:00 PM,200,1,05:00 PM,30,30
AFST 243,Chieftaincy and Development [Sec B],1,F. Opoku,Baobab RM5,Tuesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM5,Tuesday,07:00 AM - 09:30 AM,100,1,07:00 AM,30,30
FREN 121,French for General Communication I [Sec B],2,J. Elorm Doufodji,Baobab RM1,Thursday,02:00 PM - 04:30 PM,100,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM5,Monday,02:00 PM - 04:30 PM,200,1,02:00 PM,30,30
FREN 122,French for General Communication II [Sec B],2,J. Rhule,Baobab RM4,Monday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
PEAC 100,Physical Activity [Sec A],NC,K. Oheneba Nti,B. Ball Court,Monday,05:00 PM - 06:00 PM,100,1,05:00 PM,30,30
HLTH 200,Health Principles [Sec B],3,K. Oheneba Nti,American High,Wednesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
RELB 250,Principles of Christian Faith [Sec B],3,Ps. E. Osei,Baobab RM2,Wednesday,10:00 AM - 12:30 PM,200,1,10:00 AM,30,30
RELT 385,Introduction to Biblical Foundation of Ethics [Sec A],3,Ps. E. Takyi,Baobab RM1,Tuesday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
