Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time,course_level,Semester,start_time,no_of_students,enrollment
ENGL 111,Language & Writing Skills I [Sec A],2,Abeeb,Baobab RM6,Friday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language & Writing Skills I [Sec B],2,Abeeb,Baobab RM6,Thursday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec D],2,Abeeb,Baobab RM4,Tuesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
ENGL 111,Language and Writing Skills I [Sec C],2,Abeeb,American High,Tuesday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
